,bhk,locality,area,price
49317,1,other,500,17.5
49318,1,other,625,55.0
49319,1,other,430,1.7
49320,1,other,625,51.0
49321,1,other,420,1.5
49323,1,other,440,27.0
49324,1,other,690,46.0
49325,2,other,1100,70.0
49326,1,other,700,47.0
49327,2,other,830,75.0
49328,2,other,1250,83.0
49329,1,other,700,52.0
49338,2,other,1200,95.0
49339,1,other,720,52.0
49341,1,other,660,58.0
49342,1,other,680,49.0
49347,2,other,985,87.0
49348,2,other,1125,72.0
49349,1,other,715,54.0
49356,1,other,660,58.0
49357,1,other,680,49.0
49360,2,other,1100,95.0
49361,1,other,700,55.0
49362,1,other,700,53.0
49364,1,other,700,53.0
49365,2,other,1100,95.0
49366,2,other,1200,95.0
49367,1,other,720,52.0
49368,2,other,1100,95.0
49369,1,other,700,55.0
49370,2,other,1100,95.0
49371,2,other,1300,95.0
49374,2,other,1100,75.0
49375,1,other,700,58.0
49376,2,other,1050,75.0
49377,2,other,1100,75.0
49378,2,other,1300,95.0
49379,1,other,700,58.0
49380,2,other,1050,75.0
49381,2,other,1100,75.0
49383,3,other,1350,95.0
49385,2,other,1050,90.0
49386,2,other,1250,90.0
49387,2,other,1050,75.0
49388,1,other,700,60.0
49389,1,other,700,53.0
49391,1,other,700,53.0
49392,2,other,1200,95.0
49393,1,other,720,52.0
49394,1,other,500,1.05
49396,1,other,560,1.1
49397,1,other,650,1.15
49399,3,other,1350,95.0
49400,2,other,1060,79.0
49408,1,other,610,1.2
49411,1,other,600,1.4
49414,1,other,731,1.6
49416,1,other,525,1.15
49418,1,other,525,1.15
49420,1,other,600,35.5
49423,1,other,410,1.1
49426,2,other,1125,72.0
49427,1,other,700,53.51
49428,2,other,1150,85.0
49429,2,other,1125,85.0
49431,1,other,414,21.0
49432,1,other,677,29.0
49434,1,other,670,25.0
49439,2,other,980,74.5
49441,1,other,615,21.0
49444,1,other,675,39.0
49445,2,other,1125,75.0
49491,2,other,1030,92.0
49496,2,other,930,78.0
49503,2,other,850,75.0
49506,1,other,684,31.0
49511,1,other,665,52.0
49513,2,other,1040,95.0
49514,2,other,1050,88.0
49515,1,other,690,55.0
49516,1,other,660,58.5
49517,1,other,675,61.0
49519,1,other,690,32.0
49520,1,other,690,32.0
49521,1,other,700,47.0
49522,2,other,1020,92.0
49523,1,other,710,1.08
49525,1,other,660,57.0
49526,1,other,650,43.0
49527,1,other,660,49.0
49528,2,other,960,76.0
49529,1,other,660,57.0
49530,2,other,975,80.0
49531,2,other,975,75.0
49532,2,other,975,85.0
49533,1,other,660,56.0
49534,2,other,930,72.0
49535,1,other,680,22.0
49536,1,other,710,45.21
49537,2,other,1125,72.51
49538,1,other,700,45.0
49539,2,other,1200,79.0
49540,2,other,1100,85.0
49542,2,other,1245,80.0
49543,2,other,970,75.0
49544,2,other,850,51.0
49545,1,other,600,45.0
49546,1,other,550,40.5
49547,2,other,1245,80.0
49548,2,other,1050,72.0
49549,2,other,1080,55.0
49550,1,other,550,48.0
49551,2,other,1050,87.0
49552,2,other,1050,72.0
49553,2,other,1080,55.0
49554,1,other,550,48.0
49555,2,other,1050,87.0
49558,1,other,710,52.51
49559,2,other,1100,85.0
49560,2,other,1045,77.0
49561,1,other,680,57.0
49562,2,other,1045,77.0
49563,1,other,680,57.0
49564,2,other,785,65.0
49565,2,other,980,75.0
49566,1,other,670,48.5
49567,2,other,995,80.0
49568,1,other,550,25.5
49569,1,other,695,48.0
49570,1,other,715,53.9
49571,2,other,1050,72.9
49574,1,other,670,27.0
49575,1,other,711,48.0
49576,2,other,1000,68.5
49577,1,other,750,50.5
49578,1,other,635,43.0
49582,1,other,650,2.6
49583,1,other,650,57.6
49586,1,other,650,26.0
49588,1,other,550,46.0
49590,1,other,600,55.0
49591,1,other,600,1.15
49592,1,other,620,1.5
49593,1,other,600,1.04
49594,1,other,560,23.8
49595,1,other,620,1.5
49599,2,other,950,71.0
49601,2,other,935,66.0
49602,1,other,650,60.0
49603,1,other,690,39.25
49604,1,other,460,29.0
49605,1,other,660,58.0
49606,1,other,650,1.1
49608,1,other,735,35.0
49611,1,other,330,1.1
49617,2,other,1065,79.0
49618,1,other,750,65.0
49619,1,other,670,58.0
49620,1,other,660,48.0
49621,1,other,600,46.5
49622,1,other,700,45.0
49623,1,other,700,50.0
49624,1,other,700,50.0
49625,1,other,710,53.0
49626,1,other,695,53.0
49627,2,other,1120,73.0
49628,2,other,1080,71.0
49629,1,other,685,46.0
49630,2,other,1200,80.0
49632,1,other,680,56.0
49633,1,other,675,43.0
49634,1,other,625,43.0
49635,1,other,650,49.5
49636,1,other,430,1.9
49637,1,other,520,2.2
49639,2,other,940,85.0
49640,1,other,680,57.0
49641,2,other,940,85.0
49642,1,other,625,43.0
49643,1,other,650,49.5
49644,2,other,940,85.0
49645,1,other,680,57.0
49646,1,other,430,1.9
49647,1,other,520,2.2
49649,2,other,1080,71.0
49650,1,other,685,46.0
49651,2,other,1200,80.0
49653,1,other,680,56.0
49654,1,other,675,43.0
49655,1,other,710,53.0
49656,1,other,715,45.0
49658,1,other,630,50.0
49659,1,other,650,49.5
49665,1,other,650,29.5
49666,3,other,1250,49.5
49667,1,other,423,19.0
49670,1,other,640,35.0
49671,1,other,710,32.0
49672,1,other,750,36.0
49673,1,other,750,37.0
49674,1,other,650,25.0
49676,1,other,728,35.0
49677,1,other,425,20.0
49678,1,other,650,18.5
49679,1,other,750,35.0
49680,1,other,350,1.3
49681,1,other,430,1.8
49682,1,other,400,1.9
49683,1,other,368,1.3
49687,1,other,650,60.0
49688,2,other,1170,95.0
49691,1,other,695,53.21
49692,5,other,3000,10.0
49693,1,other,521,1.3
49694,1,other,650,1.6
49697,1,other,450,24.5
49698,1,other,655,40.0
49699,1,other,630,43.0
49700,3,other,1406,95.5
49701,2,other,1100,72.0
49707,1,other,689,1.09
49709,1,other,595,24.0
49711,1,other,665,35.9
49712,1,other,670,35.5
49713,2,other,860,42.0
49714,1,other,660,26.0
49715,1,other,686,37.42
49720,3,other,1406,95.5
49721,2,other,1100,72.0
49729,1,other,665,42.0
49730,2,other,986,54.3
49731,1,other,560,21.9
49732,1,other,625,35.62
49733,1,other,600,41.0
49734,1,other,595,25.5
49735,1,other,620,17.68
49736,1,other,450,24.5
49737,1,other,600,26.0
49740,5,other,2660,9.0
49741,2,other,1180,96.0
49743,1,other,750,1.1
49744,1,other,600,1.3
49745,2,other,710,52.37
49746,1,other,712,27.0
49747,1,other,585,15.5
49749,1,other,465,12.0
49754,1,other,585,18.5
49755,1,other,524,16.51
49756,1,other,585,21.64
49757,1,other,620,16.5
49759,1,other,545,16.5
49760,1,other,610,20.51
49763,2,other,1100,91.0
49764,2,other,1100,85.0
49765,2,other,700,64.0
49766,2,other,1020,56.1
49767,1,other,500,30.0
49768,1,other,500,30.0
49769,2,other,680,60.0
49770,1,other,610,38.0
49771,2,other,710,40.0
49772,2,other,880,60.0
49773,3,other,1000,70.0
49774,2,other,795,48.0
49775,1,other,500,33.0
49778,5,other,3850,19.5
49779,1,other,650,32.96
49780,1,other,650,37.0
49781,3,other,1100,74.77
49783,2,other,900,45.99
49786,2,other,1120,65.0
49787,1,other,655,42.0
49788,1,other,680,45.0
49790,2,other,1060,65.0
49791,1,other,650,43.0
49793,3,other,1250,59.0
49797,1,other,665,39.1
49798,1,other,650,36.0
49799,1,other,950,33.95
49800,1,other,600,28.4
49803,1,other,595,22.0
49804,1,other,660,38.0
49806,1,other,665,25.95
49814,1,other,660,38.0
49816,1,other,665,25.95
49817,1,other,660,29.0
49818,3,other,1390,58.0
49828,3,other,1250,59.0
49829,2,other,1120,65.0
49830,1,other,655,42.0
49831,1,other,680,45.0
49832,2,other,1007,65.0
49833,2,other,1007,68.0
49834,1,other,680,44.0
49835,1,other,645,43.0
49836,2,other,1008,80.0
49837,1,other,665,50.0
49838,1,other,650,43.0
49840,2,other,1060,65.0
49856,1,other,700,29.0
49857,1,other,630,52.5
49859,1,other,613,22.0
49862,1,other,500,1.15
49863,1,other,600,1.1
49864,1,other,600,1.07
49865,1,other,600,1.07
49867,1,other,540,35.0
49868,1,other,540,35.0
49870,2,other,725,54.0
49875,1,other,497,45.0
49876,1,other,565,35.0
49877,1,other,575,52.0
49878,1,other,575,52.0
49879,2,other,850,51.75
49880,1,other,700,40.45
49881,3,other,1200,75.0
49882,2,other,950,54.25
49883,1,other,635,35.75
49884,3,other,1425,95.0
49885,2,other,850,53.5
49886,1,other,565,35.0
49887,1,other,410,26.0
49890,1,other,410,26.0
49891,2,other,700,64.0
49893,2,other,1025,67.0
49904,1,other,525,45.0
49905,1,other,575,25.0
49906,1,other,620,35.0
49907,1,other,1500,48.0
49908,2,other,905,72.0
49909,1,other,710,37.51
49910,1,other,525,33.0
49911,1,other,525,34.0
49913,1,other,610,28.5
49914,1,other,1500,48.0
49916,1,other,525,33.0
49917,1,other,525,34.0
49921,1,other,710,46.21
49922,1,other,600,1.5
49939,2,other,850,53.0
49940,1,other,650,53.0
49941,2,other,1065,65.0
49949,1,other,600,48.0
49961,1,other,525,33.0
49968,2,other,1058,75.0
49970,1,other,770,70.0
49974,1,other,491,41.0
49975,1,other,491,44.0
49982,1,other,615,23.0
49988,1,other,1600,47.99
49989,1,other,525,21.0
49991,1,other,590,26.0
49992,1,other,590,21.0
49993,1,other,590,28.0
49995,1,other,595,22.0
49996,1,other,550,18.0
49997,1,other,640,22.0
49998,1,other,550,19.0
49999,1,other,700,47.0
50000,1,other,503,31.0
50001,1,other,435,27.75
50002,1,other,580,35.0
50003,1,other,650,26.0
50006,1,other,550,21.0
50007,1,other,475,27.0
50008,1,other,610,18.0
50009,1,other,700,25.0
50011,1,other,650,25.0
50012,1,other,580,23.0
50016,1,other,574,18.0
50017,3,other,1390,90.0
50018,2,other,850,70.0
50019,2,other,750,53.5
50020,1,other,550,50.0
50021,2,other,1200,65.0
50022,1,other,570,27.0
50023,1,other,665,30.0
50024,2,other,1000,85.0
50025,1,other,550,50.0
50026,1,other,575,26.0
50027,1,other,665,30.0
50028,1,other,700,52.0
50030,2,other,1020,84.0
50031,1,other,745,66.5
50032,1,other,1600,48.0
50033,1,other,532,35.67
50034,1,other,710,26.75
50035,1,other,700,24.5
50036,1,other,625,24.8
50037,1,other,625,24.8
50040,2,other,1200,95.0
50044,1,other,550,2.2
50049,1,other,520,45.0
50050,2,other,1025,95.0
50051,2,other,1100,90.0
50053,1,other,630,34.99
50054,1,other,540,25.0
50055,1,other,555,26.0
50056,1,other,580,30.0
50057,1,other,590,30.0
50058,1,other,540,25.0
50059,1,other,560,30.0
50060,1,other,580,33.0
50061,1,other,653,30.0
50062,2,other,760,46.0
50063,1,other,535,23.0
50065,1,other,580,33.0
50066,1,other,580,32.99
50067,1,other,535,25.0
50068,1,other,640,28.5
50069,1,other,535,23.5
50070,1,other,390,20.0
50071,1,other,530,22.0
50072,1,other,660,28.0
50073,1,other,590,30.0
50074,1,other,630,34.0
50075,2,other,800,45.0
50076,1,other,560,23.99
50077,2,other,800,44.99
50078,1,other,360,25.5
50079,1,other,580,32.9
50081,1,other,535,30.0
50082,1,other,560,24.0
50083,1,other,580,32.99
50084,1,other,570,29.0
50085,1,other,620,34.5
50086,1,other,653,29.99
50087,1,other,500,24.25
50088,1,other,405,15.75
50089,1,other,570,20.25
50090,1,other,695,27.5
50092,1,other,405,15.75
50093,1,other,570,20.25
50094,1,other,405,15.75
50095,1,other,405,15.5
50096,1,other,570,20.25
50097,1,other,650,22.5
50099,1,other,630,28.25
50100,1,other,500,24.25
50101,1,other,650,25.6
50102,1,other,705,27.9
50107,2,other,847,53.0
50109,1,other,590,20.0
50110,1,other,535,18.5
50112,1,other,535,1.5
50115,2,other,987,52.0
50117,1,other,425,16.3
50119,2,other,839,50.34
50120,1,other,680,45.0
50125,1,other,315,24.25
50126,1,other,315,24.25
50127,2,other,750,57.0
50128,1,other,540,41.58
50129,1,other,535,41.19
50130,1,other,330,25.74
50138,1,other,660,29.0
50139,2,other,931,60.0
50142,2,other,1050,65.0
50143,1,other,560,35.0
50144,1,other,560,35.0
50145,1,other,491,22.33
50148,1,other,490,39.3
50151,1,other,440,34.32
50152,1,other,476,33.0
50153,1,other,704,1.65
50155,1,other,500,1.25
50156,1,other,600,1.07
50157,1,other,660,44.22
50163,1,other,690,33.0
50164,1,other,690,33.0
50165,1,other,690,31.0
50168,2,other,910,48.0
50169,1,other,690,31.0
50171,1,other,692,48.5
50172,1,other,410,25.0
50175,1,other,750,36.5
50178,1,other,600,29.0
50183,1,other,685,42.0
50184,1,other,680,47.0
50185,1,other,653,42.0
50186,1,other,675,42.0
50193,1,other,465,26.0
50194,1,other,690,30.0
50197,1,other,690,28.0
50198,1,other,690,38.0
50199,2,other,910,48.0
50201,4,other,1980,95.0
50205,4,other,2711,17.45
50260,1,other,410,1.0
50264,1,other,410,1.0
50270,2,other,1085,95.0
50273,1,other,535,22.0
50274,1,other,730,28.0
50277,1,other,652,1.3
50278,1,other,623,1.1
50283,1,other,650,1.25
50291,1,other,652,1.3
50292,1,other,623,1.1
50293,1,other,430,2.4
50295,1,other,620,50.0
50296,1,other,700,26.0
50299,1,other,485,19.0
50300,2,other,790,58.51
50301,1,other,462,37.51
50305,1,other,500,30.0
50307,1,other,700,55.0
50308,2,other,1080,65.0
50309,1,other,730,1.51
50311,2,other,1011,80.0
50313,1,other,730,47.5
50314,1,other,610,30.0
50315,1,other,630,30.0
50317,1,other,710,45.0
50318,1,other,615,21.0
50323,1,other,653,1.15
50328,1,other,615,21.5
50331,1,other,550,24.0
50332,1,other,570,24.0
50333,1,other,535,25.0
50334,1,other,670,55.0
50347,5,other,3200,12.5
50348,1,other,680,1.16
50349,1,other,652,1.05
50350,1,other,710,50.0
50351,2,other,805,67.0
50354,5,other,2600,8.75
50356,1,other,640,36.5
50357,1,other,940,75.0
50361,1,other,840,51.7
50364,1,other,627,32.75
50365,1,other,535,25.0
50367,1,other,640,28.5
50368,1,other,380,17.49
50375,1,other,360,18.0
50376,1,other,640,29.0
50383,1,other,864,54.0
50384,1,other,480,36.0
50385,1,other,480,33.0
50390,1,other,660,49.0
50391,1,other,700,56.0
50392,2,other,1150,82.0
50393,1,other,700,55.0
50394,1,other,700,50.0
50396,1,other,690,22.5
50408,1,other,780,70.2
50412,1,other,650,22.0
50413,2,other,674,40.0
50414,1,other,555,42.0
50415,1,other,482,28.0
50416,2,other,1070,80.0
50417,1,other,700,62.0
50418,1,other,653,29.99
50422,1,other,670,29.0
50423,1,other,550,32.0
50425,1,other,550,26.0
50427,1,other,372,1.3
50429,1,other,711,25.5
50430,1,other,650,55.0
50431,1,other,670,25.0
50432,1,other,680,59.0
50433,1,other,430,23.0
50434,1,other,670,28.0
50435,1,other,680,28.0
50437,1,other,700,56.0
50440,1,other,440,1.15
50441,1,other,670,25.0
50442,2,other,990,84.0
50445,1,other,461,23.0
50446,2,other,922,85.0
50447,2,other,835,75.0
50450,1,other,530,26.0
50451,1,other,745,44.0
50452,1,other,595,42.0
50453,1,other,695,42.0
50454,1,other,666,40.0
50455,1,other,600,37.0
50460,2,other,1220,95.0
50461,1,other,700,25.0
50462,1,other,655,45.0
50473,1,other,710,60.0
50475,1,other,620,35.5
50476,1,other,741,55.0
50477,1,other,638,22.4
50479,2,other,985,75.0
50485,1,other,715,41.0
50486,1,other,700,26.0
50487,3,other,1425,93.0
50488,1,other,640,48.0
50489,1,other,720,56.0
50492,1,other,650,40.0
50493,1,other,670,47.0
50495,1,other,682,53.0
50496,1,other,1150,99.5
50497,1,other,600,45.0
50507,1,other,680,53.0
50508,1,other,680,52.4
50509,1,other,700,55.0
50510,1,other,685,52.0
50524,5,other,5000,20.0
50530,5,other,4575,19.0
50531,5,other,4250,18.5
50532,5,other,5000,22.0
50534,2,other,850,63.0
50535,1,other,650,40.0
50536,1,other,625,45.0
50537,1,other,648,41.51
50539,1,other,610,35.25
50544,1,other,550,1.05
50545,1,other,587,1.2
50546,1,other,670,51.0
50547,1,other,750,63.51
50548,1,other,670,32.0
50549,1,other,423,38.0
50550,1,other,655,42.0
50551,2,other,1075,72.0
50553,1,other,675,55.0
50554,2,other,1080,70.0
50555,2,other,1150,89.9
50556,1,other,690,41.1
50557,2,other,995,62.5
50558,2,other,1009,70.0
50559,1,other,751,54.0
50560,2,other,985,65.0
50561,1,other,711,52.0
50562,1,other,735,45.0
50563,1,other,725,49.0
50564,2,other,1174,78.5
50565,2,other,1015,74.0
50566,2,other,995,70.0
50568,1,other,655,42.5
50569,1,other,650,44.0
50570,1,other,685,53.0
50571,2,other,980,70.0
50572,1,other,655,50.0
50573,2,other,1095,72.5
50575,2,other,999,80.0
50576,2,other,1090,75.0
50577,1,other,650,41.9
50578,1,other,648,41.9
50579,1,other,685,42.0
50580,1,other,635,40.4
50582,2,other,1100,84.5
50584,1,other,665,38.0
50585,1,other,700,60.0
50586,1,other,645,50.0
50587,2,other,950,73.0
50590,1,other,645,43.0
50591,1,other,655,46.0
50596,1,other,600,1.15
50602,2,other,1150,87.0
50603,2,other,1150,92.0
50604,1,other,700,51.9
50607,2,other,1060,65.0
50608,2,other,690,37.0
50609,1,other,480,36.31
50610,1,other,565,26.0
50611,1,other,545,27.0
50612,1,other,600,1.25
50613,1,other,700,51.95
50614,1,other,700,52.0
50615,1,other,945,75.0
50616,1,other,670,1.37
50618,2,other,695,42.0
50619,1,other,485,30.0
50620,1,other,470,32.0
50621,1,other,685,54.0
50622,1,other,539,31.36
50623,2,other,768,44.59
50625,2,other,803,48.18
50626,2,other,737,44.22
50627,1,other,522,31.32
50628,1,other,760,1.01
50629,1,other,519,31.14
50631,1,other,700,62.0
50632,2,other,1000,80.0
50633,1,other,695,62.0
50634,1,other,700,62.0
50635,2,other,1000,80.0
50636,1,other,625,41.0
50638,1,other,675,60.0
50639,1,other,700,59.0
50641,1,other,750,58.0
50642,1,other,665,55.0
50643,2,other,1060,75.0
50644,2,other,1050,95.0
50645,1,other,587,45.0
50646,2,other,1020,55.0
50647,2,other,900,45.0
50649,1,other,650,1.1
50650,2,other,1050,85.0
50651,3,other,1098,74.0
50653,5,other,4200,17.0
50655,1,other,515,40.0
50659,1,other,675,27.0
50660,1,other,545,21.5
50661,1,other,675,27.0
50662,1,other,610,27.0
50663,1,other,625,28.0
50668,1,other,500,1.2
50670,1,other,525,47.0
50677,2,other,760,69.0
50678,1,other,521,45.0
50679,1,other,610,23.0
50680,1,other,670,1.3
50681,1,other,625,1.1
50682,1,other,605,1.02
50685,1,other,458,40.0
50687,1,other,425,18.33
50688,1,other,500,20.6
50689,1,other,430,17.72
50690,3,other,1030,47.9
50692,1,other,616,31.32
50693,1,other,619,30.04
50694,1,other,636,30.79
50695,1,other,425,26.5
50697,3,other,1456,95.0
50698,2,other,878,62.0
50699,1,other,680,35.0
50707,1,other,690,25.0
50708,1,other,640,38.0
50709,1,other,650,1.2
50712,1,other,626,20.0
50713,1,other,520,44.0
50715,1,other,368,16.74
50716,1,other,425,19.33
50717,1,other,365,16.6
50718,1,other,625,27.5
50719,2,other,684,43.0
50722,1,other,398,17.5
50723,1,other,414,18.0
50724,1,other,590,26.26
50729,1,other,399,19.2
50730,1,other,560,37.0
50731,1,other,608,56.0
50732,1,other,570,48.0
50733,1,other,570,48.0
50734,1,other,695,40.0
50735,1,other,775,45.0
50736,1,other,775,62.0
50738,1,other,408,26.87
50739,1,other,413,27.29
50740,1,other,645,40.0
50744,1,other,620,55.0
50745,1,other,477,30.0
50746,1,other,409,23.0
50747,1,other,529,24.0
50748,1,other,474,23.0
50749,1,other,640,24.0
50751,1,other,475,31.5
50752,2,other,835,44.5
50753,1,other,755,30.0
50755,1,other,650,22.0
50760,2,other,700,37.0
50761,2,other,700,38.0
50762,1,other,473,29.0
50763,1,other,477,29.51
50764,1,other,770,48.5
50765,2,other,950,72.0
50766,1,other,423,26.0
50767,2,other,1036,72.0
50771,1,other,624,24.33
50777,1,other,395,1.09
50778,1,other,372,1.0
50779,1,other,340,1.05
50780,1,other,340,1.05
50781,1,other,340,1.05
50782,1,other,340,1.05
50783,1,other,367,22.9
50784,1,other,350,20.8
50786,1,other,608,37.5
50788,1,other,630,37.0
50790,1,other,610,39.6
50809,2,other,686,62.0
50811,1,other,715,35.5
50812,1,other,705,35.3
50813,1,other,499,41.5
50814,1,other,499,33.3
50815,1,other,600,38.5
50816,1,other,527,45.5
50817,1,other,616,49.5
50820,1,other,630,20.76
50821,1,other,610,20.12
50822,1,other,600,19.8
50829,1,other,350,10.0
50830,1,other,525,24.0
50831,1,other,426,15.0
50834,3,other,1750,95.0
50835,1,other,752,37.0
50836,2,other,1154,80.0
50837,1,other,313,15.5
50838,1,other,374,18.5
50839,3,other,1145,65.0
50840,1,other,680,45.0
50842,1,other,625,48.0
50843,1,other,555,29.0
50844,1,other,555,28.0
50845,1,other,655,39.3
50846,1,other,650,3.0
50847,1,other,520,25.5
50854,1,other,538,31.0
50855,1,other,755,30.0
50857,2,other,1035,72.0
50858,1,other,610,55.0
50859,1,other,520,1.28
50864,1,other,626,51.0
50870,1,other,650,1.1
50872,1,other,677,1.05
50877,4,other,2000,16.0
50878,1,other,396,27.0
50879,1,other,434,30.0
50880,1,other,475,32.94
50881,1,other,442,30.5
50882,1,other,460,31.8
50883,1,other,488,33.8
50884,2,other,600,40.0
50885,1,other,386,31.25
50886,2,other,627,50.8
50887,1,other,481,38.15
50888,1,other,615,33.0
50890,2,other,854,72.0
50891,2,other,811,68.0
50892,2,other,999,75.0
50893,1,other,711,48.0
50894,3,other,1357,84.0
50895,2,other,967,65.0
50896,1,other,673,45.0
50897,2,other,999,68.0
50898,1,other,711,50.0
50899,2,other,993,73.0
50900,1,other,673,50.0
50901,3,other,1063,92.0
50902,1,other,669,48.0
50903,1,other,637,45.0
50904,2,other,1144,90.0
50907,2,other,1050,87.0
50911,1,other,494,34.0
50912,1,other,610,48.0
50913,2,other,1117,93.0
50914,2,other,879,71.0
50915,2,other,826,74.0
50916,1,other,543,48.0
50919,1,other,553,1.12
50925,3,other,1141,95.0
50926,2,other,967,72.0
50927,1,other,434,32.0
50928,2,other,890,75.0
50932,1,other,559,1.0
50933,1,other,650,1.25
50941,2,other,1077,90.0
50942,2,other,1100,90.0
50943,1,other,650,1.25
50945,1,other,650,35.0
50947,1,other,362,32.99
50948,1,other,389,35.99
50949,2,other,960,67.0
50951,1,other,650,35.0
50953,1,other,650,50.0
50955,3,other,1700,75.0
50956,3,other,1700,80.0
50961,1,other,1000,1.7
50962,1,other,550,29.9
50963,2,other,1029,95.0
50975,2,other,1190,99.0
50976,2,other,1050,93.0
50979,1,other,559,1.0
50980,2,other,1144,90.0
50983,2,other,1050,87.0
50986,1,other,386,31.25
50987,2,other,627,50.8
50988,1,other,481,38.15
50989,1,other,615,33.0
50991,2,other,854,72.0
50992,2,other,811,68.0
50993,2,other,999,75.0
50994,1,other,711,48.0
50995,3,other,1357,84.0
50996,2,other,967,65.0
50997,1,other,673,45.0
50998,2,other,960,67.0
50999,1,other,642,53.5
51000,1,other,559,1.0
51001,1,other,650,1.25
51012,2,other,1190,99.0
51013,2,other,1050,93.0
51016,1,other,530,19.9
51017,1,other,413,16.35
51019,1,other,540,18.5
51020,1,other,510,20.25
51021,2,other,1144,90.0
51024,2,other,1050,87.0
51032,1,other,473,28.58
51035,1,other,426,1.1
51036,1,other,395,17.01
51037,1,other,395,17.01
51038,1,other,410,17.4
51039,1,other,410,17.4
51040,1,other,395,17.01
51041,1,other,395,17.01
51042,1,other,410,17.4
51043,1,other,410,17.4
51044,1,other,654,22.5
51045,1,other,426,1.1
51048,1,other,503,43.0
51049,1,other,650,1.15
51050,1,other,720,24.5
51051,1,other,720,24.5
51053,1,other,662,38.0
51057,1,other,662,38.0
51058,1,other,662,38.0
51061,3,other,1059,78.5
51062,3,other,943,70.49
51063,2,other,651,47.5
51064,2,other,635,45.78
51065,2,other,922,56.0
51067,1,other,570,25.0
51068,2,other,1180,78.1
51069,1,other,450,30.0
51070,1,other,650,56.0
51072,1,other,675,27.0
51073,5,other,7650,32.0
51075,1,other,555,34.0
51076,1,other,600,36.0
51077,2,other,975,55.0
51078,2,other,970,55.0
51079,1,other,465,25.11
51080,1,other,600,32.4
51081,1,other,640,34.56
51082,1,other,650,35.1
51083,2,other,950,51.3
51084,2,other,960,51.84
51085,2,other,1070,57.78
51086,1,other,620,19.0
51088,2,other,1050,62.0
51090,1,other,450,40.5
51091,1,other,540,1.12
51092,2,other,642,44.5
51094,1,other,400,25.0
51103,1,other,585,24.87
51104,3,other,1350,51.0
51105,2,other,1080,55.0
51106,1,other,739,35.0
51110,1,other,618,24.12
51111,1,other,800,23.0
51112,1,other,611,23.8
51113,1,other,661,52.0
51115,1,other,610,30.0
51116,2,other,910,72.0
51117,2,other,990,50.0
51118,1,other,711,26.0
51119,1,other,620,24.0
51120,1,other,626,20.0
51121,1,other,710,29.7
51124,1,other,655,44.32
51125,2,other,890,45.0
51126,1,other,405,16.5
51127,1,other,655,4.45
51128,2,other,1055,68.5
51131,1,other,506,42.77
51132,1,other,460,16.0
51134,1,other,555,23.0
51136,1,other,629,36.0
51137,1,other,620,20.5
51138,1,other,590,22.5
51139,1,other,670,24.5
51140,2,other,750,50.0
51141,1,other,605,27.5
51142,1,other,625,26.5
51143,1,other,737,56.0
51144,1,other,622,40.2
51145,1,other,458,22.5
51146,1,other,368,23.48
51147,1,other,393,25.0
51148,1,other,636,30.0
51149,1,other,450,1.3
51150,1,other,390,1.15
51151,1,other,650,41.5
51152,2,other,1060,74.0
51153,2,other,1050,75.0
51154,2,other,1050,75.5
51155,2,other,1060,75.0
51159,1,other,650,31.0
51162,1,other,700,40.0
51163,2,other,990,78.0
51164,1,other,655,34.68
51168,2,other,920,80.0
51174,6,other,6750,25.0
51176,2,other,835,54.0
51177,1,other,585,18.5
51181,1,other,715,55.0
51194,1,other,630,25.4
51195,1,other,550,1.2
51196,1,other,611,23.8
51197,1,other,675,24.0
51198,1,other,406,24.0
51204,1,other,600,1.1
51209,1,other,700,1.6
51213,1,other,550,1.5
51219,1,other,754,29.0
51220,1,other,711,46.0
51221,2,other,1015,81.0
51222,1,other,650,1.8
51226,1,other,734,1.0
51230,1,other,685,1.0
51232,3,other,954,70.0
51234,1,other,744,1.0
51236,1,other,651,1.0
51244,1,other,518,21.5
51245,1,other,550,18.0
51246,1,other,640,29.0
51247,1,other,640,23.1
51248,1,other,640,32.0
51249,1,other,478,13.5
51251,1,other,742,1.0
51253,1,other,634,1.0
51254,1,other,625,48.0
51255,1,other,620,48.0
51256,1,other,627,1.55
51257,1,other,640,23.5
51258,1,other,575,22.0
51261,1,other,575,1.19
51264,1,other,500,1.25
51266,1,other,525,44.32
51267,1,other,585,34.0
51268,1,other,606,1.05
51270,2,other,1491,95.1
51271,1,other,708,26.0
51273,1,other,650,1.15
51275,1,other,382,16.18
51276,1,other,382,16.18
51277,1,other,382,16.18
51278,1,other,382,16.18
51279,1,other,521,25.1
51280,1,other,686,28.0
51281,1,other,625,48.0
51282,1,other,680,45.0
51283,2,other,900,45.0
51284,1,other,686,28.0
51285,1,other,530,24.0
51287,1,other,680,21.0
51289,1,other,610,23.0
51290,1,other,640,26.5
51291,1,other,610,26.0
51293,1,other,625,28.0
51294,1,other,680,21.0
51296,1,other,610,23.0
51297,1,other,640,26.5
51298,1,other,610,26.0
51299,1,other,680,27.5
51300,1,other,600,25.5
51301,1,other,585,1.05
51302,1,other,695,55.0
51305,1,other,650,20.0
51306,1,other,700,2.25
51308,1,other,729,1.5
51309,1,other,600,1.4
51314,1,other,650,1.0
51317,1,other,750,1.15
51320,1,other,550,1.0
51321,1,other,668,39.0
51322,1,other,651,38.0
51323,1,other,651,38.0
51324,1,other,626,38.0
